e,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400
1634,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,1,opi,Oxylebius pictus,Painted greenling,2,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
1635,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,dim,Dermasterias imbricata,Leather star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,aha,Artedius harringtoni,Scalyhead sculpin,5,0,3,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1638,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,das,Diodora aspera,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,ami,Acmaea mitra,Whitecap limpet,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,phe,Pagurus hemphilli,Maroon hermit,78,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,henricia,Henricia spp.,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,jzo,Jordania zonope,Longfin sculpin,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,acal,Apostichopus californicus,Californian sea cucumber,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,oko,Orthasterias koehleri,Rainbow star,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,spur,Strongylocentrotus purpuratus,Purple sea urchin,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,poc,Pisaster ochraceus,Purple sea star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,cty,Cryptolithodes typicus,Butterfly crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,ghe,Geitodoris heathi,Heath's dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,pachycheles,Pachycheles spp.,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,dsc,Discorsopagurus schmitti,Tubeworm hermit,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1657,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,0,1,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Carter Burtlake,Em Lim,BMSC19,Ed King SW Pyramid,48.8286,-125.2213,22/04/2025,5,W,10:10,CBl,7.5,2,1,crab,Pleocyemata spp.,Unidentified crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,1,2,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
1660,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,1,2,rni,Rhinogobiops nicholsii,Blackeye goby,17,0,6,7,3,1,,,,,,,,,,,,,,,,,,,,,,,,
1661,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,1,2,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1662,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,def,Debris - Fishing,Any fishing debris,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,mfr,Mesocentrotus franciscanus,Red sea urchin,243,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,pgi,Pomaulax gibberosus,Red turban shell,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,pmi,Patiria miniata,Bat star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,hka,Haliotis kamtschatkana,Pinto abalone,112,0,45,51,15,1,,,,,,,,,,,,,,,,,,,,,,,,
1667,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,aha,Artedius harringtoni,Scalyhead sculpin,15,0,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,gor,Glebocarcinus oregonensis,Pygmy rock crab,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,hermit,Paguroidea spp.,Unidentified hermit crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,dim,Dermasterias imbricata,Leather star,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,ami,Acmaea mitra,Whitecap limpet,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,poc,Pisaster ochraceus,Purple sea star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,ctr,Coryphella trilineata,Three-lined aeolid,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,acal,Apostichopus californicus,Californian sea cucumber,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,rni,Rhinogobiops nicholsii,Blackeye goby,52,0,25,20,6,1,,,,,,,,,,,,,,,,,,,,,,,,
1676,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,cgi,Crassadoma gigantea,Purple-hinged rock scallop,5,0,,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,
1677,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,dsc,Discorsopagurus schmitti,Tubeworm hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,cfo,Ceratostoma foliatum,Leafy hornmouth,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,das,Diodora aspera,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,phe,Pagurus hemphilli,Maroon hermit,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,0,2,pte,Pteraster tesselatus,Slime star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,henricia,Henricia spp.,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,etr,Evasterias troschelii,Mottled starfish,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,pachycheles,Pachycheles spp.,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,0,2,lco,Limacia cockerelli,Cockerell's dorid,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Carter Burtlake,Tom Bird,BMSC21,Dixon SW,48.85205,-125.12357,23/04/2025,3,E,9:20,CBl,7.5,2,2,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,1,1,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1692,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,1,1,hde,Hexagrammos decagrammus,Kelp greenling,6,0,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,
1693,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,95,0,10,10,25,35,15,,,,,,,,,,,,,,,,,,,,,,,
1694,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,154,0,52,60,27,15,,,,,,,,,,,,,,,,,,,,,,,,
1695,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,pmi,Patiria miniata,Bat star,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,hka,Haliotis kamtschatkana,Pinto abalone,44,0,2,12,23,6,1,,,,,,,,,,,,,,,,,,,,,,,
1698,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,acal,Apostichopus californicus,Californian sea cucumber,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,dim,Dermasterias imbricata,Leather star,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,dsa,Diaulula sandiegensis,Ringed doris,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,12,0,,1,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,
1703,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,pgi,Pomaulax gibberosus,Red turban shell,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,das,Diodora aspera,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,ami,Acmaea mitra,Whitecap limpet,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,sac,Scyra acutifrons,Sharpnose crab,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,phe,Pagurus hemphilli,Maroon hermit,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,pla,Pholis laeta,Crescent gunnel,2,0,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1710,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,cmo,Cadlina modesta,Modest cadlina nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,etr,Evasterias troschelii,Mottled starfish,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,dep,Debris - Plastic,Any plastic debris,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,def,Debris - Fishing,Any fishing debris,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,0,1,opi,Oxylebius pictus,Painted greenling,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,henricia,Henricia spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,dsc,Discorsopagurus schmitti,Tubeworm hermit,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,oko,Orthasterias koehleri,Rainbow star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,ebi,Enophrys bison,Buffalo sculpin,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
1719,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,poc,Pisaster ochraceus,Purple sea star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,chlamys,Chlamys spp.,Unidentified scallop,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,edo,Enteroctopus dofleini,Giant Pacific octopus,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1722,Carter Burtlake,Tom Bird,BMSC25,Goby Town,48.83859,-125.13501,23/04/2025,1.5,S,14:15,CBl,3,2,1,pholidae,Pholidae spp.,Unidentified gunnel,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,1,1,hde,Hexagrammos decagrammus,Kelp greenling,8,0,,,,5,1,,,,1,,1,,,,,,,,,,,,,,,,,
1724,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,1,1,rni,Rhinogobiops nicholsii,Blackeye goby,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,mfr,Mesocentrotus franciscanus,Red sea urchin,426,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,acal,Apostichopus californicus,Californian sea cucumber,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,pgi,Pomaulax gibberosus,Red turban shell,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,8,0,,3,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,
1730,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,pachycheles,Pachycheles spp.,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,hka,Haliotis kamtschatkana,Pinto abalone,21,0,3,7,5,4,2,,,,,,,,,,,,,,,,,,,,,,,
1732,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,phe,Pagurus hemphilli,Maroon hermit,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,tca,Triopha catalinae,Sea-clown triopha,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,ami,Acmaea mitra,Whitecap limpet,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,dim,Dermasterias imbricata,Leather star,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,pno,Peltodoris nobilis,Noble sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,oko,Orthasterias koehleri,Rainbow star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,ppr,Pugettia producta,Northern kelp crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,hermit,Paguroidea spp.,Unidentified hermit crab,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,sac,Scyra acutifrons,Sharpnose crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,henricia,Henricia spp.,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Carter Burtlake,Tom Bird,BMSC5,Taylor Rock,48.82733,-125.1966,24/04/2025,1.5,W,9:30,BEM,5.6,2,1,gor,Glebocarcinus oregonensis,Pygmy rock crab,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
